P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category
W-GAN-39-052,ShreekrishnaGandaki,Syangja,Western,0.00,0.09,5.20,4.88,5.04,0.12,0.2483,Low
E-SAG-12-011,Chyanam,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2482,Low
W-GAN-39-002,Arjun Chaupari,Syangja,Western,0.01,0.06,5.20,4.88,5.04,0.12,0.2477,Low
W-GAN-39-041,Pelakot,Syangja,Western,0.01,0.06,5.20,4.88,5.04,0.12,0.2476,Low
E-SAG-13-024,Diktel,Khotang,Eastern,0.00,0.09,5.00,3.96,4.48,0.12,0.2473,Low
M-BHE-57-005,Bejapur,Banke,Mid-Western,0.00,0.13,6.60,8.17,7.39,0.12,0.2472,Low
E-SAG-15-076,Mainakaderi,Saptari,Eastern,0.01,0.03,1.17,6.67,3.92,0.12,0.2471,Low
E-KOS-05-047,Pokhariya,Morang,Eastern,0.01,0.03,5.10,8.77,6.93,0.12,0.2468,Low
E-SAG-12-027,Madhavpur,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2467,Low
W-DHA-45-011,Binun,Baglung,Western,0.00,0.07,8.30,4.76,6.53,0.12,0.2457,Low
E-KOS-05-039,Mahadewa,Morang,Eastern,0.00,0.05,5.10,8.77,6.93,0.12,0.2456,Low
E-SAG-12-029,Manebhanjyang,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2433,Low
E-SAG-12-004,Barnalu,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2430,Low
E-MEC-04-050,Topgachchi,Jhapa,Eastern,0.00,0.25,1.61,1.62,1.62,0.12,0.2422,Low
E-SAG-12-039,Ragadeep,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.12,0.2402,Low
E-SAG-14-035,Sirise,Udayapur,Eastern,0.01,0.05,2.56,4.04,3.30,0.12,0.2394,Lowest
W-LUM-47-024,Galdha,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.12,0.2392,Lowest
M-RAP-56-007,Dhikpur,Dang,Mid-Western,0.00,0.11,5.41,5.62,5.51,0.12,0.2390,Lowest
W-DHA-45-016,Burtiwang,Baglung,Western,0.00,0.09,8.30,4.76,6.53,0.12,0.2387,Lowest
M-RAP-56-002,Bela,Dang,Mid-Western,0.00,0.12,5.41,5.62,5.51,0.12,0.2387,Lowest
W-GAN-37-013,Bhujung,Lamjung,Western,0.02,0.02,5.98,3.20,4.59,0.12,0.2381,Lowest
E-SAG-12-052,Thakle,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.12,0.2377,Lowest
W-GAN-39-014,Chhangchhangdi,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.12,0.2377,Lowest
M-RAP-56-020,Laxmipur,Dang,Mid-Western,0.00,0.14,5.41,5.62,5.51,0.12,0.2372,Lowest
M-RAP-56-008,Duruwa,Dang,Mid-Western,0.00,0.13,5.41,5.62,5.51,0.12,0.2361,Lowest
W-LUM-47-025,Gejha,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.11,0.2352,Lowest
W-LUM-47-001,Archale,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.11,0.2348,Lowest
E-MEC-04-033,Lakhanpur,Jhapa,Eastern,0.00,0.21,1.61,1.62,1.62,0.11,0.2344,Lowest
E-SAG-12-018,Jyamire,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.11,0.2342,Lowest
W-GAN-37-061,Uttarkanya,Lamjung,Western,0.03,0.01,5.98,3.20,4.59,0.11,0.2333,Lowest
M-RAP-56-003,Bijauri,Dang,Mid-Western,0.00,0.14,5.41,5.62,5.51,0.11,0.2320,Lowest
E-SAG-12-022,Ketuke,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.11,0.2304,Lowest
M-BHE-57-039,Rajhena,Banke,Mid-Western,0.00,0.27,6.60,8.17,7.39,0.11,0.2301,Lowest
W-LUM-47-034,Jyamire,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.11,0.2301,Lowest
W-GAN-39-058,Tindobate,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.11,0.2296,Lowest
E-MEC-03-006,Chulachuli,Ilam,Eastern,0.00,0.18,2.45,3.19,2.82,0.11,0.2294,Lowest
W-GAN-39-028,Khilungdeurali,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.11,0.2293,Lowest
E-KOS-05-028,Jante,Morang,Eastern,0.00,0.08,5.10,8.77,6.93,0.11,0.2289,Lowest
E-SAG-11-030,Salyan,Solukhumbu,Eastern,0.01,0.05,1.91,3.06,2.48,0.11,0.2286,Lowest
E-SAG-12-017,Jantarkhani,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.11,0.2278,Lowest
W-GAN-39-011,BiruwaArchale,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.11,0.2272,Lowest
E-SAG-14-039,Tawashree,Udayapur,Eastern,0.01,0.06,2.56,4.04,3.30,0.11,0.2268,Lowest
M-RAP-56-041,Urahari,Dang,Mid-Western,0.00,0.13,5.41,5.62,5.51,0.11,0.2265,Lowest
E-SAG-11-011,Goli,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.11,0.2256,Lowest
E-SAG-12-044,Rumjatar,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.11,0.2255,Lowest
E-SAG-11-033,Tapting,Solukhumbu,Eastern,0.03,0.02,1.91,3.06,2.48,0.11,0.2254,Lowest
W-GAN-39-023,Jagatbhanjyang,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.11,0.2252,Lowest
M-RAP-56-038,Tarigaun,Dang,Mid-Western,0.00,0.11,5.41,5.62,5.51,0.11,0.2247,Lowest
W-GAN-37-046,Pasagaun,Lamjung,Western,0.02,0.02,5.98,3.20,4.59,0.11,0.2245,Lowest
W-DHA-45-041,Nisi,Baglung,Western,0.00,0.07,8.30,4.76,6.53,0.11,0.2234,Lowest
M-RAP-56-015,Hapur,Dang,Mid-Western,0.00,0.14,5.41,5.62,5.51,0.11,0.2226,Lowest
E-SAG-15-042,Gobargadha,Saptari,Eastern,0.02,0.02,1.17,6.67,3.92,0.11,0.2226,Lowest
E-SAG-11-019,Kureng,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.11,0.2221,Lowest
M-BHE-57-020,Kanchanapur,Banke,Mid-Western,0.00,0.09,6.60,8.17,7.39,0.11,0.2220,Lowest
M-BHE-57-029,Matahiya,Banke,Mid-Western,0.00,0.08,6.60,8.17,7.39,0.11,0.2215,Lowest
W-GAN-40-011,Dhital,Kaski,Western,0.01,0.03,7.44,0.00,3.72,0.11,0.2215,Lowest
E-SAG-11-006,Chaulakharka,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.11,0.2214,Lowest
E-KOS-09-017,Makalu,Sankhuwasabha,Eastern,0.01,0.04,3.21,5.23,4.22,0.11,0.2212,Lowest
W-GAN-39-045,Rangvang,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.11,0.2207,Lowest
W-GAN-39-039,Panchamul,Syangja,Western,0.01,0.05,5.20,4.88,5.04,0.11,0.2206,Lowest
W-LUM-47-015,Chirtungdhara,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.11,0.2205,Lowest
E-SAG-11-005,Bung,Solukhumbu,Eastern,0.01,0.05,1.91,3.06,2.48,0.11,0.2204,Lowest
W-DHA-45-038,Malm,Baglung,Western,0.00,0.05,8.30,4.76,6.53,0.11,0.2201,Lowest
W-LUM-46-074,Tamghas,Gulmi,Western,0.00,0.15,6.74,3.33,5.04,0.11,0.2198,Lowest
E-SAG-14-033,ShorungChabise,Udayapur,Eastern,0.01,0.04,2.56,4.04,3.30,0.11,0.2194,Lowest
E-SAG-11-007,Chaurikharka,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.11,0.2192,Lowest
W-GAN-39-043,Pidikhola,Syangja,Western,0.00,0.05,5.20,4.88,5.04,0.11,0.2189,Lowest
M-RAP-56-029,Rampur,Dang,Mid-Western,0.00,0.13,5.41,5.62,5.51,0.11,0.2180,Lowest
W-LUM-47-050,Pipaldada,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.11,0.2174,Lowest
W-GAN-39-007,BenethokDeurali,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.11,0.2170,Lowest
W-GAN-40-024,Lwangghale,Kaski,Western,0.01,0.04,7.44,0.00,3.72,0.11,0.2169,Lowest
W-LUM-47-026,Gothadi,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.11,0.2169,Lowest
W-LUM-47-056,Sahalkot,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.11,0.2163,Lowest
W-GAN-39-025,Kalikakot,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.11,0.2160,Lowest
E-SAG-13-005,Bahunidanda,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.11,0.2156,Lowest
E-SAG-12-001,Andheri (Narayansthan),Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.10,0.2151,Lowest
E-SAG-11-002,Basa,Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.10,0.2147,Lowest
E-SAG-13-025,Dikuwa,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.10,0.2147,Lowest
W-GAN-39-036,Nibuwakharka,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.10,0.2146,Lowest
E-SAG-12-038,Prapcha,Okhaldhunga,Eastern,0.02,0.01,6.22,5.83,6.02,0.10,0.2146,Lowest
E-KOS-05-066,Yangshila,Morang,Eastern,0.00,0.07,5.10,8.77,6.93,0.10,0.2137,Lowest
W-GAN-39-027,KewareBhanjyang,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.10,0.2136,Lowest
E-SAG-11-024,Namche,Solukhumbu,Eastern,0.03,0.02,1.91,3.06,2.48,0.10,0.2130,Lowest
E-SAG-12-006,Betini,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.10,0.2123,Lowest
W-LUM-47-031,Jhadewa,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.10,0.2119,Lowest
W-GAN-39-051,Setidobhan,Syangja,Western,0.01,0.03,5.20,4.88,5.04,0.10,0.2117,Lowest
W-DHA-45-021,Dhamia,Baglung,Western,0.00,0.08,8.30,4.76,6.53,0.10,0.2117,Lowest
E-SAG-11-018,Khumjung,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.10,0.2116,Lowest
W-GAN-39-059,Tulsibhanjyang,Syangja,Western,0.00,0.05,5.20,4.88,5.04,0.10,0.2115,Lowest
E-SAG-13-030,Durchhim,Khotang,Eastern,0.01,0.04,5.00,3.96,4.48,0.10,0.2113,Lowest
E-SAG-12-054,Thulachhap,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.10,0.2111,Lowest
E-SAG-13-019,Chyasmitar,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.10,0.2107,Lowest
W-LUM-47-014,Chidipani,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.10,0.2102,Lowest
W-GAN-40-029,Namarjung,Kaski,Western,0.03,0.01,7.44,0.00,3.72,0.10,0.2101,Lowest
E-SAG-11-015,Jubu,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.10,0.2101,Lowest
E-SAG-12-007,Bhadaure,Okhaldhunga,Eastern,0.01,0.03,6.22,5.83,6.02,0.10,0.2099,Lowest
W-GAN-40-031,Parche,Kaski,Western,0.01,0.02,7.44,0.00,3.72,0.10,0.2093,Lowest
E-SAG-14-012,Hardeni,Udayapur,Eastern,0.01,0.04,2.56,4.04,3.30,0.10,0.2092,Lowest
E-KOS-10-022,Dobhane,Bhojpur,Eastern,0.00,0.05,4.67,5.05,4.86,0.10,0.2090,Lowest
E-SAG-12-042,Ratmata,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.10,0.2089,Lowest
E-SAG-13-006,Bakachol,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.10,0.2087,Lowest
W-GAN-39-010,BirghaArchale,Syangja,Western,0.00,0.05,5.20,4.88,5.04,0.10,0.2082,Lowest
M-BHE-57-008,Betahani,Banke,Mid-Western,0.00,0.08,6.60,8.17,7.39,0.10,0.2080,Lowest
M-BHE-57-027,Mahadevpuri,Banke,Mid-Western,0.00,0.09,6.60,8.17,7.39,0.10,0.2079,Lowest
W-LUM-47-009,Birkot,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.10,0.2078,Lowest
W-DHA-45-018,Dagatundada,Baglung,Western,0.00,0.06,8.30,4.76,6.53,0.10,0.2075,Lowest
W-GAN-39-020,DhapukSimalBhanjyan,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.10,0.2073,Lowest
W-GAN-40-023,Lumle,Kaski,Western,0.01,0.04,7.44,0.00,3.72,0.10,0.2065,Lowest
E-SAG-11-001,Baku,Solukhumbu,Eastern,0.01,0.05,1.91,3.06,2.48,0.10,0.2063,Lowest
W-LUM-47-044,Madanpokhara,Palpa,Western,0.00,0.06,5.32,2.66,3.99,0.10,0.2062,Lowest
E-MEC-04-018,Gauradaha,Jhapa,Eastern,0.00,0.15,1.61,1.62,1.62,0.10,0.2061,Lowest
M-BHE-57-013,Gangapur,Banke,Mid-Western,0.00,0.06,6.60,8.17,7.39,0.10,0.2045,Lowest
W-DHA-45-024,Duhilamati,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.10,0.2044,Lowest
E-SAG-14-021,Lekhani,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.30,0.10,0.2043,Lowest
W-DHA-44-053,Tilahar,Parbat,Western,0.00,0.05,6.75,2.48,4.62,0.10,0.2032,Lowest
W-LUM-47-036,Kaseni,Palpa,Western,0.00,0.06,5.32,2.66,3.99,0.10,0.2029,Lowest
W-DHA-45-002,Amalachaur,Baglung,Western,0.00,0.05,8.30,4.76,6.53,0.10,0.2022,Lowest
W-GAN-39-053,Sirsekot,Syangja,Western,0.01,0.04,5.20,4.88,5.04,0.10,0.2020,Lowest
M-BHE-57-019,Kamdi,Banke,Mid-Western,0.00,0.10,6.60,8.17,7.39,0.10,0.2018,Lowest
W-LUM-47-029,Hungi,Palpa,Western,0.01,0.05,5.32,2.66,3.99,0.10,0.2017,Lowest
E-KOS-07-015,DhankutaN.P.,Dhankuta,Eastern,0.00,0.27,4.07,3.38,3.72,0.10,0.2014,Lowest
E-SAG-14-029,Rauta,Udayapur,Eastern,0.00,0.08,2.56,4.04,3.30,0.10,0.2014,Lowest
W-LUM-47-020,Dobhan,Palpa,Western,0.00,0.07,5.32,2.66,3.99,0.10,0.2008,Lowest
E-SAG-13-029,DumreDharapani,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.10,0.2007,Lowest
E-KOS-09-030,Sitalpati,Sankhuwasabha,Eastern,0.00,0.05,3.21,5.23,4.22,0.10,0.2003,Lowest
E-SAG-11-032,Takasindu,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.10,0.2000,Lowest
E-SAG-11-008,Chheskam,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.10,0.1995,Lowest
E-KOS-10-019,Deurali,Bhojpur,Eastern,0.00,0.05,4.67,5.05,4.86,0.10,0.1990,Lowest
E-SAG-14-045,Yayankhu,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.30,0.10,0.1989,Lowest
W-LUM-46-013,Baletaksar,Gulmi,Western,0.00,0.04,6.74,3.33,5.04,0.10,0.1988,Lowest
W-DHA-45-034,Khunga,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.10,0.1987,Lowest
M-BHE-57-015,Holiya,Banke,Mid-Western,0.00,0.06,6.60,8.17,7.39,0.10,0.1984,Lowest
W-LUM-46-076,Thulolumpek,Gulmi,Western,0.00,0.06,6.74,3.33,5.04,0.10,0.1981,Lowest
E-SAG-12-012,Diyale,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.10,0.1981,Lowest
E-SAG-12-002,Baksa,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.10,0.1980,Lowest
W-GAN-39-046,Rapakot,Syangja,Western,0.00,0.04,5.20,4.88,5.04,0.10,0.1974,Lowest
W-DHA-44-026,Huwas,Parbat,Western,0.00,0.05,6.75,2.48,4.62,0.10,0.1970,Lowest
M-BHE-57-021,Kathkuiya,Banke,Mid-Western,0.00,0.06,6.60,8.17,7.39,0.10,0.1968,Lowest
E-SAG-11-034,Tingla,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.10,0.1968,Lowest
E-SAG-11-004,Bhakanje,Solukhumbu,Eastern,0.03,0.01,1.91,3.06,2.48,0.10,0.1968,Lowest
W-DHA-45-042,Paiyunnyap,Baglung,Western,0.00,0.05,8.30,4.76,6.53,0.10,0.1959,Lowest
E-SAG-11-014,Jubing,Solukhumbu,Eastern,0.01,0.03,1.91,3.06,2.48,0.10,0.1954,Lowest
W-DHA-45-023,Dhullubaskot,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.10,0.1950,Lowest
W-DHA-45-010,Bhinggithe,Baglung,Western,0.00,0.06,8.30,4.76,6.53,0.10,0.1949,Lowest
W-LUM-47-054,Ringneraha,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1946,Lowest
E-SAG-14-004,Barai,Udayapur,Eastern,0.01,0.05,2.56,4.04,3.30,0.09,0.1941,Lowest
M-BHE-57-010,Binauna,Banke,Mid-Western,0.00,0.08,6.60,8.17,7.39,0.09,0.1941,Lowest
E-SAG-11-016,Kaku,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.09,0.1938,Lowest
E-SAG-13-012,Bijayakharka,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.09,0.1937,Lowest
W-DHA-45-031,Jaljala,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.09,0.1937,Lowest
W-LUM-47-022,Foksingkot,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.09,0.1935,Lowest
E-KOS-10-055,Taksar,Bhojpur,Eastern,0.01,0.03,4.67,5.05,4.86,0.09,0.1933,Lowest
W-LUM-46-044,Hastichaur,Gulmi,Western,0.00,0.07,6.74,3.33,5.04,0.09,0.1927,Lowest
E-SAG-11-021,Lokhim,Solukhumbu,Eastern,0.01,0.04,1.91,3.06,2.48,0.09,0.1925,Lowest
E-MEC-04-030,Kohabara,Jhapa,Eastern,0.00,0.11,1.61,1.62,1.62,0.09,0.1924,Lowest
W-GAN-39-006,Bahakot,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1924,Lowest
E-MEC-04-035,Maharanijhoda,Jhapa,Eastern,0.00,0.11,1.61,1.62,1.62,0.09,0.1921,Lowest
E-SAG-11-031,Sotang,Solukhumbu,Eastern,0.01,0.06,1.91,3.06,2.48,0.09,0.1920,Lowest
E-KOS-09-004,Bana,Sankhuwasabha,Eastern,0.00,0.06,3.21,5.23,4.22,0.09,0.1917,Lowest
E-SAG-12-045,Salleri,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.1914,Lowest
E-MEC-04-025,Juropani,Jhapa,Eastern,0.00,0.12,1.61,1.62,1.62,0.09,0.1909,Lowest
M-RAP-56-013,Halwar,Dang,Mid-Western,0.00,0.10,5.41,5.62,5.51,0.09,0.1909,Lowest
W-GAN-40-013,Ghandruk,Kaski,Western,0.00,0.04,7.44,0.00,3.72,0.09,0.1907,Lowest
W-LUM-47-061,Tahu,Palpa,Western,0.01,0.04,5.32,2.66,3.99,0.09,0.1907,Lowest
W-DHA-44-041,Pang,Parbat,Western,0.00,0.05,6.75,2.48,4.62,0.09,0.1905,Lowest
W-GAN-39-062,Yaladi,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1905,Lowest
W-DHA-44-047,ShankarPokhari,Parbat,Western,0.00,0.04,6.75,2.48,4.62,0.09,0.1905,Lowest
E-SAG-11-003,Beni,Solukhumbu,Eastern,0.02,0.02,1.91,3.06,2.48,0.09,0.1900,Lowest
W-LUM-46-054,Kharjyang,Gulmi,Western,0.00,0.04,6.74,3.33,5.04,0.09,0.1897,Lowest
W-LUM-47-019,Devinagar,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1894,Lowest
W-GAN-40-004,Bhadauretamagi,Kaski,Western,0.01,0.03,7.44,0.00,3.72,0.09,0.1888,Lowest
M-BHE-57-026,Laxmanpur,Banke,Mid-Western,0.00,0.06,6.60,8.17,7.39,0.09,0.1883,Lowest
W-GAN-39-033,Malunga,Syangja,Western,0.00,0.03,5.20,4.88,5.04,0.09,0.1880,Lowest
E-SAG-14-018,Katunjebawala,Udayapur,Eastern,0.00,0.06,2.56,4.04,3.30,0.09,0.1880,Lowest
W-DHA-44-036,MajhphantMallaj,Parbat,Western,0.00,0.08,6.75,2.48,4.62,0.09,0.1876,Lowest
W-DHA-44-004,Bajung,Parbat,Western,0.00,0.04,6.75,2.48,4.62,0.09,0.1872,Lowest
E-MEC-04-019,Gauriganj,Jhapa,Eastern,0.00,0.11,1.61,1.62,1.62,0.09,0.1871,Lowest
M-BHE-57-003,Banakatti,Banke,Mid-Western,0.00,0.06,6.60,8.17,7.39,0.09,0.1870,Lowest
W-DHA-44-023,FalebasDevisthan,Parbat,Western,0.01,0.03,6.75,2.48,4.62,0.09,0.1865,Lowest
W-LUM-47-030,Jalpa,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1864,Lowest
W-GAN-39-026,Kaulmabarahachaur,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1863,Lowest
W-DHA-45-028,Hatiya,Baglung,Western,0.00,0.07,8.30,4.76,6.53,0.09,0.1860,Lowest
E-KOS-06-013,Bishnupaduka,Sunsari,Eastern,0.00,0.05,5.04,6.06,5.55,0.09,0.1860,Lowest
M-BHE-57-031,Naubasta,Banke,Mid-Western,0.00,0.20,6.60,8.17,7.39,0.09,0.1858,Lowest
W-LUM-46-011,Badagaun,Gulmi,Western,0.00,0.08,6.74,3.33,5.04,0.09,0.1855,Lowest
E-SAG-13-060,Rajapani,Khotang,Eastern,0.00,0.04,5.00,3.96,4.48,0.09,0.1852,Lowest
M-RAP-56-016,Hekuli,Dang,Mid-Western,0.00,0.09,5.41,5.62,5.51,0.09,0.1850,Lowest
W-LUM-47-027,Haklang,Palpa,Western,0.01,0.03,5.32,2.66,3.99,0.09,0.1847,Lowest
W-GAN-40-025,Machapuchre,Kaski,Western,0.01,0.02,7.44,0.00,3.72,0.09,0.1845,Lowest
E-SAG-14-023,Limpatar,Udayapur,Eastern,0.01,0.03,2.56,4.04,3.30,0.09,0.1840,Lowest
W-DHA-45-027,Harichaur,Baglung,Western,0.00,0.05,8.30,4.76,6.53,0.09,0.1838,Lowest
E-MEC-04-028,Khajurgachhi,Jhapa,Eastern,0.00,0.10,1.61,1.62,1.62,0.09,0.1831,Lowest
W-GAN-39-021,Faparthum,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1830,Lowest
W-GAN-41-002,Chame,Manang,Western,0.02,0.01,4.44,2.75,3.60,0.09,0.1829,Lowest
M-RAP-52-003,Bangesal,Pyuthan,Mid-Western,0.00,0.07,6.38,5.32,5.85,0.09,0.1828,Lowest
W-LUM-46-040,Hardineta,Gulmi,Western,0.00,0.04,6.74,3.33,5.04,0.09,0.1822,Lowest
W-DHA-45-026,Gwalichaur,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.09,0.1820,Lowest
W-LUM-46-037,Gwadi,Gulmi,Western,0.01,0.03,6.74,3.33,5.04,0.09,0.1816,Lowest
W-LUM-47-051,Pokharathok,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.09,0.1814,Lowest
E-SAG-13-002,Arkhaule,Khotang,Eastern,0.00,0.03,5.00,3.96,4.48,0.09,0.1805,Lowest
E-SAG-12-046,Serna,Okhaldhunga,Eastern,0.01,0.01,6.22,5.83,6.02,0.09,0.1804,Lowest
E-SAG-12-030,Moli,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.1802,Lowest
E-SAG-14-031,Rupatar,Udayapur,Eastern,0.01,0.04,2.56,4.04,3.30,0.09,0.1791,Lowest
E-KOS-09-008,Dhupu,Sankhuwasabha,Eastern,0.00,0.04,3.21,5.23,4.22,0.09,0.1790,Lowest
E-SAG-13-023,Dhitung,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.09,0.1787,Lowest
W-GAN-39-042,Pelkachaur,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1784,Lowest
E-SAG-13-027,Dorpachiuridada,Khotang,Eastern,0.00,0.06,5.00,3.96,4.48,0.09,0.1784,Lowest
E-SAG-14-024,Mainamaini,Udayapur,Eastern,0.00,0.05,2.56,4.04,3.30,0.09,0.1777,Lowest
E-KOS-09-031,Syabun,Sankhuwasabha,Eastern,0.00,0.06,3.21,5.23,4.22,0.09,0.1777,Lowest
M-RAP-56-025,PawanNagar,Dang,Mid-Western,0.00,0.09,5.41,5.62,5.51,0.09,0.1775,Lowest
W-GAN-39-049,SatauDarau,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1774,Lowest
E-SAG-13-045,Lamidada,Khotang,Eastern,0.01,0.03,5.00,3.96,4.48,0.09,0.1774,Lowest
M-RAP-56-027,Purandhara,Dang,Mid-Western,0.00,0.20,5.41,5.62,5.51,0.09,0.1774,Lowest
E-KOS-10-038,Kulunga,Bhojpur,Eastern,0.00,0.04,4.67,5.05,4.86,0.09,0.1774,Lowest
W-LUM-47-042,Koldada,Palpa,Western,0.00,0.04,5.32,2.66,3.99,0.09,0.1773,Lowest
W-GAN-39-015,Chilaunebas,Syangja,Western,0.00,0.03,5.20,4.88,5.04,0.09,0.1773,Lowest
E-SAG-12-025,Kuibhir,Okhaldhunga,Eastern,0.01,0.02,6.22,5.83,6.02,0.09,0.1770,Lowest
W-DHA-44-015,BitalawaPipaltari,Parbat,Western,0.01,0.02,6.75,2.48,4.62,0.09,0.1768,Lowest
M-RAP-56-006,Dharna,Dang,Mid-Western,0.00,0.07,5.41,5.62,5.51,0.09,0.1767,Lowest
W-DHA-45-029,Heel,Baglung,Western,0.00,0.03,8.30,4.76,6.53,0.09,0.1766,Lowest
W-LUM-46-018,Birbas,Gulmi,Western,0.00,0.05,6.74,3.33,5.04,0.09,0.1760,Lowest
E-SAG-13-056,Patheka,Khotang,Eastern,0.00,0.04,5.00,3.96,4.48,0.09,0.1760,Lowest
W-LUM-46-050,Johang,Gulmi,Western,0.00,0.04,6.74,3.33,5.04,0.09,0.1760,Lowest
W-GAN-39-061,WangsingDeurali,Syangja,Western,0.01,0.02,5.20,4.88,5.04,0.09,0.1759,Lowest
W-DHA-45-007,Batakachaur,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.09,0.1759,Lowest
W-LUM-47-003,Bahadurpur,Palpa,Western,0.01,0.02,5.32,2.66,3.99,0.09,0.1757,Lowest
W-DHA-45-059,Tara,Baglung,Western,0.00,0.04,8.30,4.76,6.53,0.09,0.1752,Lowest
W-LUM-46-022,Darbardevisthan,Gulmi,Western,0.00,0.05,6.74,3.33,5.04,0.09,0.1751,Lowest
E-KOS-05-012,Bhogateni,Morang,Eastern,0.00,0.05,5.10,8.77,6.93,0.09,0.1748,Lowest
